Logging to logs/ppo_cnn_4x4_1
---------------------------------
| rollout/           |          |
|    total_timesteps      | 14811136    |
| train/                  |             |
|    approx_kl            | 0.007874105 |
|    clip_fraction        | 0.00772     |
|    clip_range           | 0.132       |
|    entropy_loss         | -0.0072     |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.000427    |
|    loss                 | 0.00241     |
|    n_updates            | 900         |
|    policy_gradient_loss | 0.000112    |
|    value_loss           | 0.00675     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37          |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1111        |
|    iterations           | 227         |
|    time_elapsed         | 13382       |
|    total_timesteps      | 14876672    |
| train/                  |             |
|    approx_kl            | 0.008927821 |
|    clip_fraction        | 0.00794     |
|    clip_range           | 0.131       |
|    entropy_loss         | -0.00728    |
|    explained_variance   | 0.907       |
|    learning_rate        | 0.000426    |
|    loss                 | 0.00209     |
|    n_updates            | 904         |
|    policy_gradient_loss | -1.36e-05   |
|    value_loss           | 0.00654     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37          |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1111        |
|    iterations           | 228         |
|    time_elapsed         | 13437       |
|    total_timesteps      | 14942208    |
| train/                  |             |
|    approx_kl            | 0.012002147 |
|    clip_fraction        | 0.00782     |
|    clip_range           | 0.131       |
|    entropy_loss         | -0.00743    |
|    explained_variance   | 0.898       |
|    learning_rate        | 0.000426    |
|    loss                 | 0.00284     |
|    n_updates            | 908         |
|    policy_gradient_loss | -8.41e-05   |
|    value_loss           | 0.00701     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.1        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1112        |
|    iterations           | 229         |
|    time_elapsed         | 13493       |
|    total_timesteps      | 15007744    |
| train/                  |             |
|    approx_kl            | 0.016368045 |
|    clip_fraction        | 0.00989     |
|    clip_range           | 0.131       |
|    entropy_loss         | -0.00689    |
|    explained_variance   | 0.908       |
|    learning_rate        | 0.000426    |
|    loss                 | 0.00226     |
|    n_updates            | 912         |
|    policy_gradient_loss | -3.95e-05   |
|    value_loss           | 0.00662     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.7        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1112        |
|    iterations           | 230         |
|    time_elapsed         | 13548       |
|    total_timesteps      | 15073280    |
| train/                  |             |
|    approx_kl            | 0.012123474 |
|    clip_fraction        | 0.00869     |
|    clip_range           | 0.131       |
|    entropy_loss         | -0.00641    |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.000425    |
|    loss                 | 0.00298     |
|    n_updates            | 916         |
|    policy_gradient_loss | 0.000726    |
|    value_loss           | 0.00713     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.5        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1112        |
|    iterations           | 231         |
|    time_elapsed         | 13602       |
|    total_timesteps      | 15138816    |
| train/                  |             |
|    approx_kl            | 0.014520329 |
|    clip_fraction        | 0.00934     |
|    clip_range           | 0.131       |
|    entropy_loss         | -0.00703    |
|    explained_variance   | 0.898       |
|    learning_rate        | 0.000425    |
|    loss                 | 0.00294     |
